Level 1,Level 2,Level 3,KO,ID
Metabolism,Biosynthesis,Cofactor biosynthesis,K11778,YBR002C
Metabolism,Biosynthesis,Cofactor biosynthesis,K01497,YBL033C
Metabolism,Biosynthesis,Cofactor biosynthesis,K14655,YOL066C
Metabolism,Biosynthesis,Cofactor biosynthesis,K02858,YDR487C
Metabolism,Biosynthesis,Cofactor biosynthesis,K00794,YOL143C
Metabolism,Biosynthesis,Cofactor biosynthesis,K00793,YBR256C
Metabolism,Biosynthesis,Cofactor biosynthesis,K00082,YBR153W
Metabolism,Biosynthesis,Cofactor biosynthesis,K01930,YKL132C
Metabolism,Biosynthesis,Cofactor biosynthesis,K11121,YDL042C
Metabolism,Biosynthesis,Cofactor biosynthesis,K08681,YMR095C
Metabolism,Biosynthesis,Cofactor biosynthesis,K08681,YNL334C
Metabolism,Biosynthesis,Cofactor biosynthesis,K08681,YFL060C
Metabolism,Biosynthesis,Cofactor biosynthesis,K06215,YMR096W
Metabolism,Biosynthesis,Cofactor biosynthesis,K06215,YFL059W
Metabolism,Biosynthesis,Cofactor biosynthesis,K11778,YMR101C
Metabolism,Biosynthesis,Cofactor biosynthesis,K00877,YOL055C
Metabolism,Biosynthesis,Cofactor biosynthesis,K00877,YPL258C
Metabolism,Biosynthesis,Cofactor biosynthesis,K14154,YPL214C
Metabolism,Biosynthesis,Cofactor biosynthesis,K00949,YOR143C
Metabolism,Biosynthesis,Cofactor biosynthesis,K00799,YNL229C
Metabolism,Biosynthesis,Cofactor biosynthesis,K05275,YPR127W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,K05692,YFL039C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YHR129C,YHR129C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YDR106W,YDR106W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YKL052C,YKL052C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YPL255W,YPL255W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YER016W,YER016W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,K10364,YKL007W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YOR257W,YOR257W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YNL225C,YNL225C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YDR016C,YDR016C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YKR083C,YKR083C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YGR113W,YGR113W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YGL061C,YGL061C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,K10418,YDR424C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YDR130C,YDR130C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YMR294W,YMR294W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,K10405,YPR141C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YBL063W,YBL063W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YML104C,YML104C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YJL042W,YJL042W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YGL075C,YGL075C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,K10352,YHR023W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YOR373W,YOR373W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YOL069W,YOL069W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YGL093W,YGL093W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YDR356W,YDR356W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YDR201W,YDR201W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YMR117C,YMR117C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YER018C,YER018C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YPL124W,YPL124W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YKR037C,YKR037C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YKL042W,YKL042W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YAL047C,YAL047C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YHR172W,YHR172W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YNL126W,YNL126W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YBL034C,YBL034C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YLR045C,YLR045C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YIL144W,YIL144W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YML085C,YML085C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YFL037W,YFL037W
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YML124C,YML124C
Cellular Processes,Cytoskeleton,Cytoskeleton proteins,sce_YLR212C,YLR212C
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K02216,YBR274W
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K06663,YPL194W
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K06641,YDL101C
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K01520,YBR252W
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K10863,YOR258W
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K02543,YBR136W
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K00567,YDL200C
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K10704,YGL087C
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K10896,YIR002C
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K08741,YDL154W
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K01669,YOR386W
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K02331,YEL055C
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K02830,YOR368W
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K06662,YER173W
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K03509,YDR419W
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K02831,YPL153C
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K06661,YDR217C
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K03515,YOR346W
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K02350,YPL167C
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K10807,YIL066C
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K10862,YBR223C
Genetic Information Processing,DNA Maintenance,DNA repair and recombination proteins,K08075,YMR156C
Genetic Information Processing,DNA Maintenance,DNA replication,K02541,YEL032W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K10747,YDL164C
Genetic Information Processing,DNA Maintenance,DNA replication complex,K10742,YHR164C
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02325,YPR175W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K03506,YBR278W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02326,YDR121W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02540,YBL023C
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02212,YPR019W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02209,YLR274W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02542,YGL201C
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02210,YBR202W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02320,YNL102W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02321,YBL035C
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02324,YNL262W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02327,YDL102W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K04802,YBR088C
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02328,YJR006W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K03504,YJR043C
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02684,YIR008C
Genetic Information Processing,DNA Maintenance,DNA replication complex,K02685,YKL045W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K04799,YKL113C
Genetic Information Processing,DNA Maintenance,DNA replication complex,K10739,YNL312W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K10754,YOR217W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K10755,YJR068W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K10756,YNL290W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K10755,YOL094C
Genetic Information Processing,DNA Maintenance,DNA replication complex,K10756,YBR087W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K03469,YMR234W
Genetic Information Processing,DNA Maintenance,DNA replication complex,K10743,YNL072W
Genetic Information Processing,DNA Maintenance,DNA replication control,K11115,YDL220C
Genetic Information Processing,DNA Maintenance,DNA replication control,K06628,YLR103C
Genetic Information Processing,DNA Maintenance,DNA replication control,K02213,YJL194W
Genetic Information Processing,DNA Maintenance,DNA replication control,K02214,YDL017W
Genetic Information Processing,DNA Maintenance,DNA replication control,K02309,YDR052C
Genetic Information Processing,DNA Maintenance,DNA replication control,K03507,YJL090C
Genetic Information Processing,DNA Maintenance,DNA replication control,K11132,YDR206W
Genetic Information Processing,DNA Maintenance,DNA replication control,K11134,YOR144C
Genetic Information Processing,DNA Maintenance,DNA replication control,K11132,YLR233C
Genetic Information Processing,DNA Maintenance,DNA replication control,K10746,YOR033C
Genetic Information Processing,DNA Maintenance,DNA replication control,K10736,YIL150C
Genetic Information Processing,DNA Maintenance,DNA replication control,K02332,YOR330C
Genetic Information Processing,DNA Maintenance,DNA replication control,K10865,YMR224C
Genetic Information Processing,DNA Maintenance,DNA replication control,K02603,YML065W
Genetic Information Processing,DNA Maintenance,DNA replication control,K02604,YBR060C
Genetic Information Processing,DNA Maintenance,DNA replication control,K02605,YLL004W
Genetic Information Processing,DNA Maintenance,DNA replication control,K02606,YPR162C
Genetic Information Processing,DNA Maintenance,DNA replication control,K02607,YNL261W
Genetic Information Processing,DNA Maintenance,DNA replication control,K02608,YHR118C
Genetic Information Processing,DNA Maintenance,DNA replication control,K10732,YDR013W
Genetic Information Processing,DNA Maintenance,DNA replication control,K10733,YJL072C
Genetic Information Processing,DNA Maintenance,DNA replication control,K10734,YOL146W
Genetic Information Processing,DNA Maintenance,DNA replication control,K10848,YPL022W
Genetic Information Processing,DNA Maintenance,DNA replication control,K10866,YNL250W
Genetic Information Processing,DNA Maintenance,DNA replication control,K11118,YBR275C
Genetic Information Processing,DNA Maintenance,DNA replication control,K10901,YMR190C
Genetic Information Processing,DNA Maintenance,DNA replication control,K11122,YLR442C
Genetic Information Processing,DNA Maintenance,DNA replication control,K11123,YDR227W
Genetic Information Processing,DNA Maintenance,DNA replication control,K10735,YDR489W
Genetic Information Processing,DNA Maintenance,DNA replication control,K03163,YOL006C
Genetic Information Processing,DNA Maintenance,DNA replication control,K03164,YNL088W
Genetic Information Processing,DNA Maintenance,DNA replication control,K03165,YLR234W
Cellular Processes,Vesicular Transport,Endocytosis,K12486,YIL044C
Cellular Processes,Vesicular Transport,Endocytosis,K11824,YBL037W
Cellular Processes,Vesicular Transport,Endocytosis,K11827,YJR058C
Cellular Processes,Vesicular Transport,Endocytosis,K04646,YGL206C
Cellular Processes,Vesicular Transport,Endocytosis,K15053,YJL049W
Cellular Processes,Vesicular Transport,Endocytosis,K12197,YKR035W-A
Cellular Processes,Vesicular Transport,Endocytosis,K12191,YKL002W
Cellular Processes,Vesicular Transport,Endocytosis,K01528,YLL001W
Cellular Processes,Vesicular Transport,Endocytosis,K12471,YLR206W
Cellular Processes,Vesicular Transport,Endocytosis,K12492,YDL226C
Cellular Processes,Vesicular Transport,Endocytosis,K12493,YER122C
Cellular Processes,Vesicular Transport,Endocytosis,K02218,YPL204W
Cellular Processes,Vesicular Transport,Endocytosis,K12187,YGR206W
Cellular Processes,Vesicular Transport,Endocytosis,K12200,YOR275C
Cellular Processes,Vesicular Transport,Endocytosis,K12194,YLR025W
Cellular Processes,Vesicular Transport,Endocytosis,K12188,YPL002C
Cellular Processes,Vesicular Transport,Endocytosis,K01115,YKR031C
Cellular Processes,Vesicular Transport,Endocytosis,K12183,YCL008C
Cellular Processes,Vesicular Transport,Endocytosis,K12195,YMR077C
Cellular Processes,Vesicular Transport,Endocytosis,K12193,YKL041W
Cellular Processes,Vesicular Transport,Endocytosis,K12189,YJR102C
Cellular Processes,Vesicular Transport,Endocytosis,K12182,YNR006W
Cellular Processes,Vesicular Transport,Endocytosis,K12184,YPL065W
Cellular Processes,Vesicular Transport,Endocytosis,K12190,YLR417W
Cellular Processes,Vesicular Transport,Endocytosis,K12196,YPR173C
Cellular Processes,Vesicular Transport,Endocytosis,K12198,YDR486C
Cellular Processes,Vesicular Transport,Endocytosis,K12199,YLR181C
Cellular Processes,Vesicular Transport,Endocytosis,K02218,YNL154C
Environmental Information Processing,Signal Transduction,ErbB signaling pathway,K07203,YJR066W
Environmental Information Processing,Signal Transduction,ErbB signaling pathway,K07203,YKL203C
Environmental Information Processing,Signaling Molecules and Interaction,G protein-coupled receptors,K12762,YDL035C
Environmental Information Processing,Signaling Molecules and Interaction,Glycan binding proteins,K10089,YPR079W
Metabolism,Biosynthesis,Glycan metabolism,K03842,YBR110W
Metabolism,Biosynthesis,Glycan metabolism,K03844,YNL048W
Metabolism,Biosynthesis,Glycan metabolism,K03847,YNR030W
Metabolism,Biosynthesis,Glycan metabolism,K07432,YGL047W
Metabolism,Biosynthesis,Glycan metabolism,K07441,YBR070C
Metabolism,Biosynthesis,Glycan metabolism,K03843,YGL065C
Metabolism,Biosynthesis,Glycan metabolism,K03845,YBL082C
Metabolism,Biosynthesis,Glycan metabolism,K00729,YPL227C
Metabolism,Biosynthesis,Glycan metabolism,K03848,YOR002W
Metabolism,Biosynthesis,Glycan metabolism,K01001,YBR243C
Metabolism,Biosynthesis,Glycan metabolism,K03849,YOR067C
Metabolism,Biosynthesis,Glycan metabolism,K03846,YNL219C
Metabolism,Biosynthesis,Glycan metabolism,K01191,YGL156W
Metabolism,Biosynthesis,Glycan metabolism,K05533,YEL036C
Metabolism,Biosynthesis,Glycan metabolism,K05841,YLR189C
Metabolism,Biosynthesis,Glycan metabolism,K05294,YFL025C
Metabolism,Biosynthesis,Glycan metabolism,K07252,YGR036C
Metabolism,Biosynthesis,Glycan metabolism,K03850,YGR227W
Metabolism,Biosynthesis,Glycan metabolism,K00721,YPR183W
Metabolism,Biosynthesis,Glycan metabolism,K05289,YLR088W
Metabolism,Biosynthesis,Glycan metabolism,K05293,YLR459W
Metabolism,Biosynthesis,Glycan metabolism,K03860,YGR216C
Metabolism,Biosynthesis,Glycan metabolism,K05286,YGL142C
Metabolism,Biosynthesis,Glycan metabolism,K05287,YDR302W
Metabolism,Biosynthesis,Glycan metabolism,K03434,YMR281W
Metabolism,Biosynthesis,Glycan metabolism,K05288,YLL031C
Metabolism,Biosynthesis,Glycan metabolism,K05284,YJR013W
Metabolism,Biosynthesis,Glycan metabolism,K03858,YNL038W
Metabolism,Biosynthesis,Glycan metabolism,K05292,YHR188C
Metabolism,Biosynthesis,Glycan metabolism,K05291,YDR434W
Metabolism,Biosynthesis,Glycan metabolism,K07542,YBR004C
Metabolism,Biosynthesis,Glycan metabolism,K03859,YPL076W
Metabolism,Biosynthesis,Glycan metabolism,K05290,YDR331W
Metabolism,Biosynthesis,Glycan metabolism,K05283,YJL091C
Metabolism,Biosynthesis,Glycan metabolism,K05534,YJR075W
Metabolism,Biosynthesis,Glycan metabolism,K10967,YDR483W
Metabolism,Biosynthesis,Glycan metabolism,K10967,YOR099W
Metabolism,Biosynthesis,Glycan metabolism,K03854,YKR061W
Metabolism,Biosynthesis,Glycan metabolism,K10967,YBR205W
Metabolism,Biosynthesis,Glycan metabolism,K03854,YBR199W
Metabolism,Biosynthesis,Glycan metabolism,K03854,YNL029C
Metabolism,Biosynthesis,Glycan metabolism,K05537,YPL053C
Metabolism,Biosynthesis,Glycan metabolism,K03854,YIL085C
Metabolism,Biosynthesis,Glycan metabolism,K05285,YKL165C
Metabolism,Biosynthesis,Glycan metabolism,K05538,YER001W
Metabolism,Biosynthesis,Glycan metabolism,K05531,YDR245W
Metabolism,Biosynthesis,Glycan metabolism,K05532,YJL183W
Metabolism,Biosynthesis,Glycan metabolism,K05535,YBR015C
Metabolism,Biosynthesis,Glycan metabolism,K05536,YJL186W
Metabolism,Biosynthesis,Glycan metabolism,K05529,YPL050C
Metabolism,Biosynthesis,Glycan metabolism,K10968,YGL257C
Metabolism,Biosynthesis,Glycan metabolism,K10969,YIL014W
Metabolism,Biosynthesis,Glycan metabolism,K05528,YGL038C
Metabolism,Biosynthesis,Glycan metabolism,K07541,YCL052C
Metabolism,Biosynthesis,Glycan metabolism,K00728,YDL095W
Metabolism,Biosynthesis,Glycan metabolism,K00728,YAL023C
Metabolism,Biosynthesis,Glycan metabolism,K00728,YOR321W
Metabolism,Biosynthesis,Glycan metabolism,K00728,YJR143C
Metabolism,Biosynthesis,Glycan metabolism,K00728,YDL093W
Metabolism,Biosynthesis,Glycan metabolism,K00728,YGR199W
Metabolism,Biosynthesis,Glycan metabolism,K00728,YDR307W
Metabolism,Biosynthesis,Glycan metabolism,K06316,YBL020W
Metabolism,Biosynthesis,Glycan metabolism,K00902,YMR013C
Metabolism,Biosynthesis,Glycan metabolism,K03857,YPL175W
Metabolism,Biosynthesis,Glycan metabolism,K05530,YML115C
Metabolism,Biosynthesis,Glycan metabolism,K03854,YJL139C
Metabolism,Central Carbon Metabolism,Glycolysis,K01895,YAL054C
Metabolism,Central Carbon Metabolism,Glycolysis,K01895,YLR153C
Metabolism,Central Carbon Metabolism,Glycolysis,K13953,YOL086C
Metabolism,Central Carbon Metabolism,Glycolysis,K13953,YMR303C
Metabolism,Central Carbon Metabolism,Glycolysis,K13953,YMR083W
Metabolism,Central Carbon Metabolism,Glycolysis,K13954,YGL256W
Metabolism,Central Carbon Metabolism,Glycolysis,K13953,YBR145W
Metabolism,Central Carbon Metabolism,Glycolysis,K00002,YMR318C
Metabolism,Central Carbon Metabolism,Glycolysis,K00002,YCR105W
Metabolism,Central Carbon Metabolism,Glycolysis,K00129,YMR170C
Metabolism,Central Carbon Metabolism,Glycolysis,K00129,YMR169C
Metabolism,Central Carbon Metabolism,Glycolysis,K00128,YOR374W
Metabolism,Central Carbon Metabolism,Glycolysis,K00128,YER073W
Metabolism,Central Carbon Metabolism,Glycolysis,K00128,YPL061W
Metabolism,Central Carbon Metabolism,Glycolysis,K00101,YML054C
Metabolism,Central Carbon Metabolism,Glycolysis,K01638,YIR031C
Metabolism,Central Carbon Metabolism,Glycolysis,K01689,YGR254W
Metabolism,Central Carbon Metabolism,Glycolysis,K01689,YHR174W
Metabolism,Central Carbon Metabolism,Glycolysis,K01689,YOR393W
Metabolism,Central Carbon Metabolism,Glycolysis,K01689,YPL281C
Metabolism,Central Carbon Metabolism,Glycolysis,K01689,YMR323W
Metabolism,Central Carbon Metabolism,Glycolysis,K01624,YKL060C
Metabolism,Central Carbon Metabolism,Glycolysis,K03841,YLR377C
Metabolism,Central Carbon Metabolism,Glycolysis,K00844,YCL040W
Metabolism,Central Carbon Metabolism,Glycolysis,K01759,YML004C
Metabolism,Central Carbon Metabolism,Glycolysis,K01069,YDR272W
Metabolism,Central Carbon Metabolism,Glycolysis,K01069,YOR040W
Metabolism,Central Carbon Metabolism,Glycolysis,K01834,YKL152C
Metabolism,Central Carbon Metabolism,Glycolysis,K01834,YDL021W
Metabolism,Central Carbon Metabolism,Glycolysis,K01834,YOL056W
Metabolism,Central Carbon Metabolism,Glycolysis,K00844,YFR053C
Metabolism,Central Carbon Metabolism,Glycolysis,K00844,YGL253W
Metabolism,Central Carbon Metabolism,Glycolysis,K00382,YPL017C
Metabolism,Central Carbon Metabolism,Glycolysis,K00627,YNL071W
Metabolism,Central Carbon Metabolism,Glycolysis,K00382,YFL018C
Metabolism,Central Carbon Metabolism,Glycolysis,K00027,YKL029C
Metabolism,Central Carbon Metabolism,Glycolysis,K01638,YNL117W
Metabolism,Central Carbon Metabolism,Glycolysis,K01610,YKR097W
Metabolism,Central Carbon Metabolism,Glycolysis,K00161,YER178W
Metabolism,Central Carbon Metabolism,Glycolysis,K00162,YBR221C
Metabolism,Central Carbon Metabolism,Glycolysis,K01568,YLR044C
Metabolism,Central Carbon Metabolism,Glycolysis,K01568,YGR087C
Metabolism,Central Carbon Metabolism,Glycolysis,K00850,YGR240C
Metabolism,Central Carbon Metabolism,Glycolysis,K00850,YMR205C
Metabolism,Central Carbon Metabolism,Glycolysis,K01810,YBR196C
Metabolism,Central Carbon Metabolism,Glycolysis,K00927,YCR012W
Metabolism,Central Carbon Metabolism,Glycolysis,K01835,YKL127W
Metabolism,Central Carbon Metabolism,Glycolysis,K01835,YMR105C
Metabolism,Central Carbon Metabolism,Glycolysis,K01835,YMR278W
Metabolism,Central Carbon Metabolism,Glycolysis,K00873,YAL038W
Metabolism,Central Carbon Metabolism,Glycolysis,K00873,YOR347C
Metabolism,Central Carbon Metabolism,Glycolysis,K00121,YDL168W
Metabolism,Central Carbon Metabolism,Glycolysis,K15634,YKR043C
Metabolism,Central Carbon Metabolism,Glycolysis,K00134,YJL052W
Metabolism,Central Carbon Metabolism,Glycolysis,K00134,YJR009C
Metabolism,Central Carbon Metabolism,Glycolysis,K00134,YGR192C
Metabolism,Central Carbon Metabolism,Glycolysis,K01568,YDL080C
Metabolism,Central Carbon Metabolism,Glycolysis,K01803,YDR050C
Metabolism,Central Carbon Metabolism,Glycolysis,K01792,YMR099C
Metabolism,Central Carbon Metabolism,Glycolysis,K15634,YOR283W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07977,YDL192W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07977,YDL137W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07977,YOR094W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07942,YBR164C
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07952,YPL051W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07943,YMR138W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K04640,YHR005C
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K04640,YER020W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07974,YOR101W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07974,YNL098C
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07974,YCR027C
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07975,YPR165W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07975,YNL090W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07975,YIL118W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07975,YKR055W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07975,YNL180C
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07974,YGR152C
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07976,YFL005W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07976,YOR089C
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07874,YFL038C
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07976,YBR264C
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07976,YER031C
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07976,YGL210W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07976,YKR014C
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07976,YNL093W
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07976,YLR262C
Environmental Information Processing,Signaling Molecules and Interaction,GTP-binding signaling proteins,K07897,YML001W
Heterologous,Heterologous,Heterologous,GFP,GFP
Environmental Information Processing,Signal Transduction,Hippo signaling pathway,K06685,YIL106W
Genetic Information Processing,DNA Maintenance,Homologous recombination,K08991,YDR386W
Genetic Information Processing,DNA Maintenance,Homologous recombination,K10873,YML032C
Genetic Information Processing,DNA Maintenance,Homologous recombination,K10875,YGL163C
Genetic Information Processing,DNA Maintenance,Homologous recombination,K10959,YDL059C
Genetic Information Processing,DNA Maintenance,Homologous recombination,K10877,YBR073W
Genetic Information Processing,DNA Maintenance,Homologous recombination,K10868,YDR369C
Environmental Information Processing,Signaling Molecules and Interaction,Ion channels,K03441,YLL043W
Environmental Information Processing,Signaling Molecules and Interaction,Ion channels,K05393,YJR040W
Environmental Information Processing,Signal Transduction,Jak-STAT signaling pathway,K04705,YHL002W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K11262,YNR016C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K13519,YOR175C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00637,YCR048W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00637,YNR019W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K06123,YIL124W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00981,YBR029C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K09458,YER061C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00998,YER026C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00551,YGR157W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00866,YLR133W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K13535,YGR110W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00994,YNL130C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K08744,YDL142C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K12345,YIL049W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K01634,YDR294C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00894,YDR147W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K10245,YJL196C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00993,YHR123W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00511,YGR175C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00626,YPL028W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K05917,YHR007C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K09829,YMR202W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00222,YNL280C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K07750,YGR060W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K07748,YGL001C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K09827,YLR100W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K09830,YLR056W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00223,YGL012W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K09831,YMR015C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00559,YML008C
Metabolism,Biosynthesis,Lipid and steroid metabolism,K01852,YHR072W
Metabolism,Biosynthesis,Lipid and steroid metabolism,K00801,YHR190W
